,cik,name,ticker,exchange,market_cap
1038,1816431,Quantum-Si Inc,QSI,Nasdaq,299530624
1039,1171155,"RADIANT LOGISTICS, INC",RLGT,NYSE,281318272
1040,1798749,"Jade Biosciences, Inc.",JBIO,Nasdaq,445230592
1041,2043699,NewHold Investment Corp. III,NHIC,Nasdaq,285239840
1042,14846,BRT Apartments Corp.,BRT,NYSE,270279808
1043,65433,MEXICO FUND INC,MXF,NYSE,277586240
1044,1681206,"NI Holdings, Inc.",NODK,Nasdaq,276529152
1045,1593222,"City Office REIT, Inc.",CIO,NYSE,278105472
1046,1434728,"Global Water Resources, Inc.",GWRS,Nasdaq,261914896
1047,1347178,Vanda Pharmaceuticals Inc.,VNDA,Nasdaq,256479392
1048,1956439,AParadise Acquisition Corp.,APAD,Nasdaq,282666688
1049,2059654,Blue Acquisition Corp/Cayman,BACC,Nasdaq,282977088
1050,1710482,"John Marshall Bancorp, Inc.",JMSB,Nasdaq,278933248
1051,1956955,"Unusual Machines, Inc.",UMAC,NYSE,355849024
1052,2020228,Masonglory Ltd,MSGY,Nasdaq,19488250
1053,1368493,"Morgan Stanley China A Share Fund, Inc.",CAF,NYSE,280131456
1054,894871,"Arena Group Holdings, Inc.",AREN,NYSE,189862992
1055,1086434,AUDIOCODES LTD,AUDC,Nasdaq,278955456
1056,1443575,"Avidbank Holdings, Inc.",AVBH,Nasdaq,273673792
1057,1988494,"FrontView REIT, Inc.",FVR,NYSE,294347200
1058,1771226,"RiverNorth Managed Duration Municipal Income Fund, Inc.",RMM,NYSE,278723552
1059,1569994,"Waterstone Financial, Inc.",WSBF,Nasdaq,285897664
1060,1766368,"Mayville Engineering Company, Inc.",MEC,NYSE,329360768
1061,2049662,Cartesian Growth Corp III,CGCT,Nasdaq,279864000
1062,2002038,Legato Merger Corp. III,LEGT,NYSE,280697216
1063,1433551,Sino Green Land Corp.,SGLA,OTC,355981440
1064,1346830,"Tvardi Therapeutics, Inc.",TVRD,Nasdaq,38541252
1065,1818093,Beauty Health Co,SKIN,Nasdaq,165753968
1066,2024656,Kandal M Venture Ltd,FMFC,Nasdaq,12138390
1067,1867949,"Chicago Atlantic Real Estate Finance, Inc.",REFI,Nasdaq,269342304
1068,933034,STRATTEC SECURITY CORP,STRT,Nasdaq,283928768
1069,1641229,First Mining Gold Corp.,FFMGF,OTC,340041504
1070,1818382,"Humacyte, Inc.",HUMA,Nasdaq,222852896
1071,1538716,Oportun Financial Corp,OPRT,Nasdaq,212701888
1072,1856365,Finwise Bancorp,FINW,Nasdaq,250678704
1073,318306,ABEONA THERAPEUTICS INC.,ABEO,Nasdaq,245486880
1074,1872228,Thayer Ventures Acquisition Corp II,TVAI,Nasdaq,274677920
1075,1371489,Information Services Group Inc.,III,Nasdaq,251391552
1076,746838,UNISYS CORP,UIS,NYSE,191100368
1077,1788999,Xperi Inc.,XPER,NYSE,291912928
1078,1030997,G WILLI FOOD INTERNATIONAL LTD,WILC,Nasdaq,313046432
1079,832327,"BLACKROCK INCOME TRUST, INC.",BKT,NYSE,361460704
1080,1270131,LMP CAPITAL & INCOME FUND INC.,SCD,NYSE,257133968
1081,47307,CRAWFORD UNITED Corp,CRAWA,OTC,298362304
1082,1342423,Limoneira CO,LMNR,Nasdaq,243832464
1083,1133416,GALECTIN THERAPEUTICS INC,GALT,Nasdaq,356570048
1084,922358,FERRELLGAS PARTNERS L P,FGPR,OTC,300236736
1085,319655,SAN JUAN BASIN ROYALTY TRUST,SJT,NYSE,297364128
1086,1543418,Trilogy Metals Inc.,TMQ,NYSE,680959232
1087,1288403,W&T OFFSHORE INC,WTI,NYSE,285652256
1088,2060083,"Hang Feng Technology Innovation Co., Ltd.",FOFO,Nasdaq,79843928
1089,2024218,Summit Midstream Corp,SMC,NYSE,288155904
1090,1772921,OneWater Marine Inc.,ONEW,Nasdaq,227221504
1091,275053,NATURES SUNSHINE PRODUCTS INC,NATR,Nasdaq,362857984
1092,1227073,ALLSPRING MULTI-SECTOR INCOME FUND,ERC,NYSE,263144640
1093,1005286,"LIFECORE BIOMEDICAL, INC. DE",LFCR,Nasdaq,295609504
1094,24090,"CITIZENS, INC.",CIA,NYSE,286189056
1095,1297107,"CoastalSouth Bancshares, Inc.",COSO,NYSE,257307216
1096,2053033,Platinum Analytics Cayman Ltd,PLTS,Nasdaq,316034400
1097,2015947,SilverBox Corp IV,SBXD,NYSE,268550240
1098,851170,MFS CHARTER INCOME TRUST,MCR,NYSE,265138464
1099,1102238,AMERICAN REALTY INVESTORS INC,ARL,NYSE,255686832
1100,1832803,THESIS GOLD INC.,THSGF,OTC,336588192
1101,1729149,"VIEMED HEALTHCARE, INC.",VMD,Nasdaq,243694784
1102,56868,PRIMEENERGY RESOURCES CORP,PNRG,Nasdaq,234421840
1103,1846416,Hennessy Capital Investment Corp. VII,HVII,Nasdaq,269861952
1104,1620737,ORGANIGRAM GLOBAL INC.,OGI,Nasdaq,207292176
1105,276720,PURE CYCLE CORP,PCYO,Nasdaq,266090672
1106,65270,METHODE ELECTRONICS INC,MEI,NYSE,244759152
1107,1756701,"LINKBANCORP, Inc.",LNKB,Nasdaq,284662912
1108,850429,TREDEGAR CORP,TG,NYSE,293297856
1109,1385763,Nuveen Core Equity Alpha Fund,JCE,NYSE,267962208
1110,1497186,Western Asset High Yield Opportunity Fund Inc.,HYI,NYSE,255456832
1111,1134982,"Apple iSports Group, Inc.",AAPI,OTC,112090592
1112,1046050,TIMBERLAND BANCORP INC,TSBK,Nasdaq,265326288
1113,1687932,"J.Jill, Inc.",JILL,NYSE,226740768
1114,1506184,IMMUTEP Ltd,IMMP,Nasdaq,270833344
1115,935419,"RCI HOSPITALITY HOLDINGS, INC.",RICK,Nasdaq,215482576
1116,1529377,Ares Commercial Real Estate Corp,ACRE,NYSE,267978816
1117,1878897,Douglas Elliman Inc.,DOUG,NYSE,222047424
1118,809173,MFS MULTIMARKET INCOME TRUST,MMT,NYSE,257698448
1119,844790,PUTNAM MANAGED MUNICIPAL INCOME TRUST,PMM,NYSE,263499472
1120,1644378,RMR GROUP INC.,RMR,Nasdaq,267522752
1121,1659494,51Talk Online Education Group,COE,NYSE,257816896
1122,1325670,Primis Financial Corp.,FRST,Nasdaq,271581120
1123,1475115,"Eventbrite, Inc.",EB,NYSE,272513664
1124,2046573,Pitanium Ltd,PTNM,Nasdaq,238164784
1125,1501072,"RIVERNORTH OPPORTUNITIES FUND, INC.",RIV,NYSE,318327808
1126,846676,"abrdn Emerging Markets ex-China Fund, Inc.",AEF,NYSE,276901728
1127,1831359,Jaws Mustang Acquisition Corp,JWSMF,OTC,272627040
1128,1227857,Virtus Convertible & Income Fund II,NCZ,NYSE,262028480
1129,1454741,Eaton Vance National Municipal Opportunities Trust,EOT,NYSE,265623664
1130,1620459,"James River Group Holdings, Ltd.",JRVR,Nasdaq,256949056
1131,842517,ISABELLA BANK CORP,ISBA,Nasdaq,306607008
1132,1847398,"NorthEast Community Bancorp, Inc./MD/",NECB,Nasdaq,274258304
1133,1282850,FIRST TRUST SENIOR FLOATING RATE INCOME FUND II,FCT,NYSE,247751600
1134,2029769,Oaktree Acquisition Corp. III Life Sciences,OACC,Nasdaq,259348208
1135,1985273,"TOYO Co., Ltd",TOYO,Nasdaq,267817632
1136,1318484,Citi Trends Inc,CTRN,Nasdaq,334312960
1137,1777393,"ChargePoint Holdings, Inc.",CHPT,NYSE,213682320
1138,1826667,"TriSalus Life Sciences, Inc.",TLSI,Nasdaq,218917360
1139,1991605,Yimutian Inc.,YMT,Nasdaq,150977744
1140,1315399,"PARKE BANCORP, INC.",PKBK,Nasdaq,254522400
1141,1484612,"Outset Medical, Inc.",OM,Nasdaq,88950144
1142,1994702,"Kyverna Therapeutics, Inc.",KYTX,Nasdaq,280231936
1143,1233087,FRANKLIN LTD DURATION INCOME TRUST,FTF,NYSE,247280896
1144,1817229,Vor Biopharma Inc.,VOR,Nasdaq,66825592
1145,3545,"ALICO, INC.",ALCO,Nasdaq,255507920
1146,1806201,Open Lending Corp,LPRO,Nasdaq,191466896
1147,1157647,"Western New England Bancorp, Inc.",WNEB,Nasdaq,241805200
1148,1453687,"Cartesian Therapeutics, Inc.",RNAC,Nasdaq,188006064
1149,1699350,"SHOULDER INNOVATIONS, INC.",SI,NYSE,299291424
1150,1487428,Horizon Technology Finance Corp,HRZN,Nasdaq,294705056
1151,832428,E.W. SCRIPPS Co,SSP,Nasdaq,277950656
1152,1590715,American Resources Corp,AREC,Nasdaq,328519136
1153,1282631,NETLIST INC,NLST,OTC,180982576
1154,1401667,"PUMA BIOTECHNOLOGY, INC.",PBYI,Nasdaq,249435968
1155,2061473,Perimeter Acquisition Corp. I,PMTR,Nasdaq,254076992
1156,1110611,ON24 INC.,ONTF,NYSE,240586832
1157,1597835,Cheetah Mobile Inc.,CMCM,NYSE,203172320
1158,1769256,XChange TEC.INC,XHG,Nasdaq,46264264
1159,1866874,Cohen & Steers Real Estate Opportunities & Income Fund,RLTY,NYSE,250334416
1160,1936804,SunCar Technology Group Inc.,SDA,Nasdaq,195258080
1161,1701758,Lovesac Co,LOVE,Nasdaq,190226224
1162,1059142,Greystone Housing Impact Investors LP,GHI,NYSE,162247280
1163,1404644,Neurogene Inc.,NGNE,Nasdaq,378063040
1164,37472,FLEXSTEEL INDUSTRIES INC,FLXS,Nasdaq,187716688
1165,763563,CHEMUNG FINANCIAL CORP,CHMG,Nasdaq,249449968
1166,916618,"MORGAN STANLEY INDIA INVESTMENT FUND, INC.",IIF,NYSE,254483792
1167,828803,Saba Capital Income & Opportunities Fund II,SABA,NYSE,240146224
1168,1580345,TriplePoint Venture Growth BDC Corp.,TPVG,NYSE,240782784
1169,2064658,Yorkville Acquisition Corp.,MCGA,Nasdaq,240057136
1170,1450445,Nuveen AMT-Free Municipal Value Fund,NUW,NYSE,257242640
1171,886128,FUELCELL ENERGY INC,FCEL,Nasdaq,335639360
1172,809708,TEMPLETON EMERGING MARKETS FUND,EMF,NYSE,261289232
1173,1843162,"Chicago Atlantic BDC, Inc.",LIEN,Nasdaq,236193120
1174,2028935,FACT II Acquisition Corp.,FACT,Nasdaq,251240656
1175,1984124,Luda Technology Group Ltd,LUD,NYSE,127290904
1176,728387,"Perspective Therapeutics, Inc.",CATX,NYSE,153879632
1177,2030482,"Plum Acquisition Corp, IV",PLMK,Nasdaq,252610768
1178,1613780,DBV Technologies S.A.,DBVT,Nasdaq,510227936
1179,1828937,Finance of America Companies Inc.,FOA,NYSE,180611984
1180,829365,NAM TAI PROPERTY INC.,NTPIF,OTC,236067152
1181,1843974,Destiny Tech100 Inc.,DXYZ,NYSE,329390976
1182,746514,NEW ENGLAND REALTY ASSOCIATES LIMITED PARTNERSHIP,NEN,NYSE,244493056
1183,1098151,FIDELITY D & D BANCORP INC,FDBC,Nasdaq,259412528
1184,855950,POWER METALLIC MINES INC.,PNPNF,OTC,170368560
1185,886206,FRANKLIN COVEY CO,FC,NYSE,183431504
1186,798287,PAMT CORP,PAMT,Nasdaq,211875952
1187,1498612,"Cohen & Steers Select Preferred & Income Fund, Inc.",PSF,NYSE,247419808
1188,1615063,"Inspired Entertainment, Inc.",INSE,Nasdaq,210568112
1189,1328919,StealthGas Inc.,GASS,Nasdaq,252325712
1190,1636289,Virtus Diversified Income & Convertible Fund,ACV,NYSE,267197120
1191,1733968,West Red Lake Gold Mines Ltd.,WRLGF,OTC,249159216
1192,1289340,"Stereotaxis, Inc.",STXS,NYSE,209047456
1193,1844450,Electrovaya Inc.,ELVA,Nasdaq,230757056
1194,1845437,NET Power Inc.,NPWR,NYSE,229754736
1195,1066194,EGAIN Corp,EGAN,Nasdaq,307030624
1196,825202,SPROTT FOCUS TRUST INC.,FUND,Nasdaq,247954848
1197,1830188,"United Homes Group, Inc.",UHG,Nasdaq,76457728
1198,1001115,GEOSPACE TECHNOLOGIES CORP,GEOS,Nasdaq,310004576
1199,836147,MIDDLEFIELD BANC CORP,MBCN,Nasdaq,276248032
1200,1495651,Ucore Rare Metals Inc.,UURAF,OTC,485047616
1201,1503274,Quanterix Corp,QTRX,Nasdaq,248501440
1202,2044241,TryHard Holdings Ltd,THH,Nasdaq,414883392
1203,946394,Ellomay Capital Ltd.,ELLO,NYSE,285375200
1204,1350869,Clough Global Opportunities Fund,GLO,NYSE,246333456
1205,799850,AMERICAS CARMART INC,CRMT,Nasdaq,155133360
1206,1479615,Silence Therapeutics plc,SLN,Nasdaq,326858912
1207,1137390,BLACKROCK NEW YORK MUNICIPAL INCOME TRUST,BNY,NYSE,245029776
1208,1893657,Rubber Leaf Inc,RLEA,OTC,41109456
1209,1807046,"Belpointe PREP, LLC",OZ,NYSE,230990096
1210,1625414,Baozun Inc.,BZUN,Nasdaq,179790592
1211,1769759,Monogram Technologies Inc.,MGRM,Nasdaq,243794208
1212,1817004,"NEXTNRG, INC.",NXXT,Nasdaq,254407744
1213,1386067,ALLSPRING GLOBAL DIVIDEND OPPORTUNITY FUND,EOD,NYSE,247198320
1214,1430306,Tonix Pharmaceuticals Holding Corp.,TNXP,Nasdaq,190191152
1215,1538847,GoldMining Inc.,GLDG,NYSE,289726176
1216,1922097,Lanvin Group Holdings Ltd,LANV,NYSE,243244896
1217,1959224,"Solowin Holdings, Ltd.",SWIN,Nasdaq,614008064
1218,1901799,Bitcoin Depot Inc.,BTM,Nasdaq,144393152
1219,1514281,"AG Mortgage Investment Trust, Inc.",MITT,NYSE,247289248
1220,1975218,Nabors Energy Transition Corp. II,NETD,Nasdaq,241680448
1221,2045473,Copley Acquisition Corp,COPL,NYSE,241555040
1222,1795251,Nano-X Imaging Ltd.,NNOX,Nasdaq,186703696
1223,1819404,Nerdy Inc.,NRDY,NYSE,217272512
1224,318673,SECURITY NATIONAL FINANCIAL CORP,SNFCA,Nasdaq,225618896
1225,1883814,"Southland Holdings, Inc.",SLND,NYSE,223486848
1226,763907,FIRST UNITED CORP/MD/,FUNC,Nasdaq,236162592
1227,1431567,Oak Valley Bancorp,OVLY,Nasdaq,245090032
1228,1859795,NOVONIX Ltd,NVX,Nasdaq,252561648
1229,1013272,NORWOOD FINANCIAL CORP,NWFL,Nasdaq,252078880
1230,1058811,IMMERSION CORP,IMMR,Nasdaq,216134272
1231,2032528,Roman DBDR Acquisition Corp. II,DRDB,Nasdaq,240350000
1232,809559,TCW STRATEGIC INCOME FUND INC,TSI,NYSE,234148656
1233,1903870,Forafric Global PLC,AFRI,Nasdaq,258793312
1234,883107,"SOLESENCE, INC.",SLSN,Nasdaq,115590384
1235,1832038,"Invivyd, Inc.",IVVD,Nasdaq,412627424
1236,1675644,"FVCBankcorp, Inc.",FVCB,Nasdaq,227019664
1237,2052162,Digital Asset Acquisition Corp.,DAAQ,Nasdaq,235980000
1238,1177161,Eaton Vance California Municipal Bond Fund,EVM,NYSE,233406016
1239,1996493,Sucro Ltd,SUGRF,OTC,203879776
1240,1000209,MEDALLION FINANCIAL CORP,MFIN,Nasdaq,231164800
1241,1158289,NUVEEN REAL ESTATE INCOME FUND,JRS,NYSE,229406224
1242,2052161,Real Asset Acquisition Corp.,RAAQ,Nasdaq,238280000
1243,879585,"ATN International, Inc.",ATNI,Nasdaq,302859232
1244,818033,"HERON THERAPEUTICS, INC. /DE/",HRTX,Nasdaq,203532416
1245,1116463,ORASURE TECHNOLOGIES INC,OSUR,Nasdaq,163552448
1246,1827821,"Forge Global Holdings, Inc.",FRGE,NYSE,606339456
1247,2051820,Mount Logan Capital Inc.,MLCI,Nasdaq,98995552
1248,1487610,Neuberger Berman High Yield Strategies Fund Inc.,NHS,NYSE,225212080
1249,1593899,"Atea Pharmaceuticals, Inc.",AVIR,Nasdaq,239068000
1250,1683825,trivago N.V.,TRVG,Nasdaq,215852592
1251,1612940,ProQR Therapeutics N.V.,PRQR,Nasdaq,227545616
1252,1446847,IRONWOOD PHARMACEUTICALS INC,IRWD,Nasdaq,548227008
1253,1872529,MDxHealth SA,MDXH,Nasdaq,196504432
1254,1069533,RGC RESOURCES INC,RGCO,Nasdaq,225096192
1255,1759824,ALTA EQUIPMENT GROUP INC.,ALTG,NYSE,156663488
1256,1840706,SOPHiA GENETICS SA,SOPH,Nasdaq,297170112
1257,1436229,BTCS Inc.,BTCS,Nasdaq,129261968
1258,1850902,"Alpha Teknova, Inc.",TKNO,Nasdaq,237134240
1259,2016221,Melar Acquisition Corp. I/Cayman,MACI,Nasdaq,228324336
1260,1131312,ZION OIL & GAS INC,ZNOG,OTC,217066384
1261,1043337,STONERIDGE INC,SRI,NYSE,162778368
1262,827187,Sleep Number Corp,SNBR,Nasdaq,91843704
1263,1602658,Investar Holding Corp,ISTR,Nasdaq,234273184
1264,1384195,"RING ENERGY, INC.",REI,NYSE,207223184
1265,1616156,"WEWARDS, INC.",WEWA,OTC,226790064
1266,1926599,Translational Development Acquisition Corp.,TDAC,Nasdaq,228495232
1267,1724755,GreenTree Hospitality Group Ltd.,GHG,NYSE,198988000
1268,884144,ASURE SOFTWARE INC,ASUR,Nasdaq,226275584
1269,1941506,"ZJK Industrial Co., Ltd.",ZJK,Nasdaq,121900488
1270,1762417,DouYu International Holdings Ltd,DOYU,Nasdaq,204009104
1271,1051627,AXT INC,AXTI,Nasdaq,481544320
1272,1742770,"Viomi Technology Co., Ltd",VIOT,Nasdaq,173986480
1273,1016838,RADCOM LTD,RDCM,Nasdaq,209501920
1274,1400118,Sagimet Biosciences Inc.,SGMT,Nasdaq,251717184
1275,1858724,BingEx Ltd,FLX,Nasdaq,234728704
1276,2021688,Uni-Fuels Holdings Ltd,UFG,Nasdaq,33387450
1277,1278211,LAZARD GLOBAL TOTAL RETURN & INCOME FUND INC,LGI,NYSE,223041824
1278,1572334,Virginia National Bankshares Corp,VABK,Nasdaq,217613152
1279,1766478,"Angel Oak Mortgage REIT, Inc.",AOMR,NYSE,223229760
1280,1175596,AMARC RESOURCES LTD,AXREF,OTC,196844816
1281,1022652,INSEEGO CORP.,INSG,Nasdaq,177951984
1282,1200375,"CODEXIS, INC.",CDXS,Nasdaq,147228752
1283,887394,"BLACKROCK MUNIYIELD QUALITY FUND II, INC.",MQT,NYSE,224604464
1284,1779474,"WM TECHNOLOGY, INC.",MAPS,Nasdaq,157338768
1285,2054272,1RT Acquisition Corp.,ONCH,Nasdaq,222956256
1286,1778784,"Provident Bancorp, Inc. /MD/",PVBC,Nasdaq,232956592
1287,897269,"BLACKROCK MUNIVEST FUND II, INC.",MVT,NYSE,225303376
1288,2033593,Stellar V Capital Corp. (Cayman Islands),SVCC,Nasdaq,223714464
1289,1533924,Amplify Energy Corp.,AMPY,NYSE,227879856
1290,1328598,Invesco CurrencyShares Euro Trust,FXE,NYSE,220046992
1291,1071899,"BLACKROCK MUNIHOLDINGS QUALITY FUND II, INC.",MUE,NYSE,221153312
1292,2013639,"FB Bancorp, Inc. /MD/",FBLA,Nasdaq,224929472
1293,41091,GEORGIA POWER CO,GPJA,NYSE,211810512
1294,1327607,First Western Financial Inc,MYFW,Nasdaq,227129936
1295,895456,"ROCKY BRANDS, INC.",RCKY,Nasdaq,227208592
1296,1156041,HOUSTON AMERICAN ENERGY CORP,HUSA,NYSE,184131584
1297,801961,MFS MUNICIPAL INCOME TRUST,MFM,NYSE,222825088
1298,1537435,TECOGEN INC.,TGEN,NYSE,206054144
1299,1432133,KALTURA INC,KLTR,Nasdaq,253983840
1300,1294133,Inogen Inc,INGN,Nasdaq,186781552
1301,1438231,Digimarc CORP,DMRC,Nasdaq,170415632
1302,1383084,INVESCO DB BASE METALS FUND,DBB,NYSE,229490000
1303,1759138,"Cabaletta Bio, Inc.",CABA,Nasdaq,225260560
1304,1435508,"First Savings Financial Group, Inc.",FSFG,Nasdaq,211047296
1305,1392272,CHAIN BRIDGE BANCORP INC,CBNA,NYSE,198560576
1306,932781,FIRST COMMUNITY CORP /SC/,FCCO,Nasdaq,213389008
1307,913341,C & F FINANCIAL CORP,CFFI,Nasdaq,227744864
1308,1786117,"Alpine Income Property Trust, Inc.",PINE,NYSE,252371664
1309,1061353,CREDIT SUISSE HIGH YIELD CREDIT FUND,DHY,NYSE,211363632
1310,1856236,"European Wax Center, Inc.",EWCZ,Nasdaq,216658448
1311,1865602,"Cantor Equity Partners, Inc.",CEP,Nasdaq,168405008
1312,2027708,"Cantor Equity Partners I, Inc.",CEPO,Nasdaq,212790000
1313,836690,INNOVATIVE SOLUTIONS & SUPPORT INC,ISSC,Nasdaq,152027696
1314,1337013,"InfuSystem Holdings, Inc",INFU,NYSE,206615632
1315,1619856,"Caribou Biosciences, Inc.",CRBU,Nasdaq,184849632
1316,1074902,LCNB CORP,LCNB,Nasdaq,220886064
1317,1109116,ENTRAVISION COMMUNICATIONS CORP,EVC,NYSE,260192176
1318,897421,NUVEEN VIRGINIA QUALITY MUNICIPAL INCOME FUND,NPV,NYSE,210517104
1319,1274737,EXAGEN INC.,XGN,Nasdaq,211900000
1320,929351,STARZ ENTERTAINMENT CORP /CN/,STRZ,Nasdaq,180428336
1321,320340,CoreCard Corp,CCRD,NYSE,183900224
1322,1697851,"Rekor Systems, Inc.",REKR,Nasdaq,257721424
1323,831655,BARINGS PARTICIPATION INVESTORS,MPV,NYSE,213909440
1324,2064307,ContextLogic Holdings Inc.,LOGC,OTC,193713008
1325,1574085,Braemar Hotels & Resorts Inc.,BHR,NYSE,207679312
1326,893847,"HAWTHORN BANCSHARES, INC.",HWBK,Nasdaq,219276176
1327,1390478,"SELLAS Life Sciences Group, Inc.",SLS,Nasdaq,207965680
1328,1701541,"Black Diamond Therapeutics, Inc.",BDTX,Nasdaq,255817344
1329,1009829,JAKKS PACIFIC INC,JAKK,Nasdaq,190680432
1330,1913971,"Princeton Bancorp, Inc.",BPRN,Nasdaq,226352896
1331,1378325,"CapsoVision, Inc",CV,Nasdaq,265208976
1332,1560672,Ellington Credit Co,EARN,NYSE,194556624
1333,1966233,NIP Group Inc.,NIPG,Nasdaq,169817632
1334,1591890,FG Nexus Inc.,FGNX,Nasdaq,116514016
1335,1001233,"SANGAMO THERAPEUTICS, INC",SGMO,Nasdaq,151153328
1336,1227636,"Neuronetics, Inc.",STIM,Nasdaq,139711280
1337,1119769,CERAGON NETWORKS LTD,CRNT,Nasdaq,190566720
1338,1723069,Tiziana Life Sciences Ltd,TLSA,Nasdaq,196059616
1339,1563696,Eaton Vance Municipal Income 2028 Term Trust,ETX,NYSE,211235456
1340,64472,GENCOR INDUSTRIES INC,GENC,NYSE,198611872
1341,1988776,Murano Global Investments Plc,MRNO,Nasdaq,181632864
1342,2019793,"XCF Global, Inc.",SAFX,Nasdaq,99248968
1343,2011954,Twin Hospitality Group Inc.,TWNP,Nasdaq,192041616
1344,1628063,Seritage Growth Properties,SRG,NYSE,230930880
1345,1163609,SOUTH DAKOTA SOYBEAN PROCESSORS LLC,SDSYA,OTC,208370144
1346,1987363,Waton Financial Ltd,WTF,Nasdaq,273988832
1347,1557746,"Aclaris Therapeutics, Inc.",ACRS,Nasdaq,251360944
1348,1722010,OP Bancorp,OPBK,Nasdaq,198276368
1349,2044635,Gesher Acquisition Corp. II,GSHR,Nasdaq,209859152
1350,723646,FRANKLIN FINANCIAL SERVICES CORP /PA/,FRAF,Nasdaq,218621808
1351,1689375,"Entrada Therapeutics, Inc.",TRDA,Nasdaq,335564832
1352,1506488,NXG NextGen Infrastructure Income Fund,NXG,NYSE,228574000
1353,1866757,"Brilliant Earth Group, Inc.",BRLT,Nasdaq,216243072
1354,1509470,SURO CAPITAL CORP.,SSSS,Nasdaq,236119456
1355,1253689,"CRESCENT BIOPHARMA, INC.",CBIO,Nasdaq,217837648
1356,1622148,HIGHLAND GLOBAL ALLOCATION FUND,HGLB,NYSE,228347792
1357,1438423,EVERSPIN TECHNOLOGIES INC.,MRAM,Nasdaq,194280368
1358,1636422,"Health Catalyst, Inc.",HCAT,Nasdaq,166217568
1359,33992,"KINGSTONE COMPANIES, INC.",KINS,Nasdaq,207542768
1360,880641,EAGLE FINANCIAL SERVICES INC,EFSI,Nasdaq,193548448
1361,719402,FIRST NATIONAL CORP /VA/,FXNC,Nasdaq,217121936
1362,1488917,"Electromed, Inc.",ELMD,NYSE,219773184
1363,701719,Envela Corp,ELA,NYSE,271058688
1364,1678130,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",OPP,NYSE,193027328
1365,2055116,Kestrel Group Ltd,KG,Nasdaq,126890440
1366,1754323,"X3 Holdings Co., Ltd.",XTKG,Nasdaq,161449696
1367,1235912,"CVRx, Inc.",CVRX,Nasdaq,233532064
1368,1261166,NEUBERGER BERMAN REAL ESTATE SECURITIES INCOME FUND INC,NRO,NYSE,196421680
1369,1075736,"Crexendo, Inc.",CXDO,Nasdaq,208356512
1370,1863006,Valens Semiconductor Ltd.,VLN,NYSE,176068704
1371,1755191,Liberty Gold Corp. /CAN,LGDTF,OTC,306923968
1372,1562463,First Internet Bancorp,INBK,Nasdaq,158886208
1373,1318885,DIANA SHIPPING INC.,DSX,NYSE,206080320
1374,1945711,Lavoro Ltd,LVRO,Nasdaq,142086336
1375,1699906,BLACKROCK SILVER CORP.,BKRRF,OTC,179961088
1376,1707303,Dogness (International) Corp,DOGZ,Nasdaq,156867232
1377,833040,FRANKLIN UNIVERSAL TRUST,FT,NYSE,204070976
1378,2029118,"INFINITY NATURAL RESOURCES, INC.",INR,NYSE,210687712
1379,1114927,FIRST NORTHERN COMMUNITY BANCORP,FNRN,OTC,205208432
1380,1640266,"Voyager Therapeutics, Inc.",VYGR,Nasdaq,221288336
1381,909494,TUCOWS INC /PA/,TCX,Nasdaq,232071904
1382,895419,"WOLFSPEED, INC.",WOLF,NYSE,470983616
1383,1429764,Blink Charging Co.,BLNK,Nasdaq,167268208
1384,1477081,Kolibri Global Energy Inc.,KGEI,Nasdaq,142420912
1385,1515964,Goldgroup Mining Inc.,GGAZF,OTC,277475424
1386,1805521,FARADAY FUTURE INTELLIGENT ELECTRIC INC.,FFAI,Nasdaq,156043456
1387,2019505,"Health In Tech, Inc.",HIT,Nasdaq,88639248
1388,2055879,Vendome Acquisition Corp I,VNME,Nasdaq,200200000
1389,1228509,WESTERN ASSET GLOBAL HIGH INCOME FUND INC.,EHI,NYSE,192706368
1390,1023313,"FORRESTER RESEARCH, INC.",FORR,Nasdaq,148793488
1391,1682149,Datavault AI Inc.,DVLT,Nasdaq,438463136
1392,1512762,"Coherus Oncology, Inc.",CHRS,Nasdaq,152297472
1393,1704711,"Funko, Inc.",FNKO,Nasdaq,186673616
1394,1846017,Blue Foundry Bancorp,BLFY,Nasdaq,170242032
1395,1552198,"WhiteHorse Finance, Inc.",WHF,Nasdaq,156890848
1396,1254370,WESTERN ASSET INFLATION-LINKED INCOME FUND,WIA,NYSE,195673728
1397,700841,"RCM TECHNOLOGIES, INC.",RCMT,Nasdaq,140058640
1398,1723464,BIOHARVEST SCIENCES INC.,BHST,Nasdaq,163812880
1399,2000366,Scage Future,SCAG,Nasdaq,137263584
1400,706698,UTAH MEDICAL PRODUCTS INC,UTMD,Nasdaq,179786096
1401,1565381,"BNY Mellon Municipal Bond Infrastructure Fund, Inc.",DMB,NYSE,198416368
1402,1593984,MediWound Ltd.,MDWD,Nasdaq,235657920
1403,1709941,"BioAge Labs, Inc.",BIOA,Nasdaq,276800864
1404,865400,GUANAJUATO SILVER CO LTD,GSVRF,OTC,189660960
1405,894242,"BLACKROCK INVESTMENT QUALITY MUNICIPAL TRUST, INC.",BKN,NYSE,194254000
1406,1899830,Perfect Corp.,PERF,NYSE,185364592
1407,1400897,NXG Cushing Midstream Energy Fund,SRV,NYSE,200210384
1408,2059033,FIGX Capital Acquisition Corp.,FIGX,Nasdaq,196182144
1409,1333274,MERCER INTERNATIONAL INC.,MERC,Nasdaq,115209912
